Bachelor's degree,Doctor's degree,Junior college,Junior middle school,MBA,Master's degree,Sector,Senior middle school,Technical secondary school,Total demands,Unlimited,季度,month,s/n,season,total_monthes,year
22,0,37,1,0,3,Engineering/machinery/energy,2,12,558,30,2stage,4,13,spring,32,2018
3,0,30,0,0,0,Advertising,0,8,95,4,2stage,5,38,spring,33,2018
3,0,104,0,0,0,Art/graphics/Animation design,0,8,384,18,2stage,5,17,spring,33,2018
1,0,10,0,0,0,Banking,1,2,201,1,2stage,5,26,spring,33,2018
0,0,0,0,0,0,Communications technology,20,12,1227,5,2stage,5,10,spring,33,2018
0,0,0,0,0,0,Computer hardware,1,0,67,11,2stage,5,6,spring,33,2018
8,0,6,0,0,0,Computer software,0,2,82,12,2stage,5,2,spring,33,2018
15,0,88,0,0,0,Construction/infrastructure/gardening,0,21,767,33,2stage,5,25,spring,33,2018
2,0,78,0,0,0,Customer service and technical support,13,10,1593,38,2stage,5,28,spring,33,2018
63,0,19,0,0,0,Education,0,0,378,0,2stage,5,20,spring,33,2018
35,0,74,0,0,0,Engineering/machinery/energy,4,24,914,40,2stage,5,13,spring,33,2018
5,0,143,0,0,0,Finance/auditing/tax,1,5,464,54,2stage,5,12,spring,33,2018
7,0,21,0,0,0,Graduates,0,3,508,26,2stage,5,49,spring,33,2018
11,0,73,0,0,0,HR,8,2,241,21,2stage,5,14,spring,33,2018
0,0,5,0,0,0,Hospital/medical/care,0,0,44,4,2stage,5,21,spring,33,2018
0,0,20,0,0,0,IT-Management,0,0,41,1,2stage,5,8,spring,33,2018
1,0,21,0,0,0,"IT-QM, technical support and more",0,0,532,19,2stage,5,9,spring,33,2018
4,0,21,0,0,0,Insurance,0,0,241,5,2stage,5,30,spring,33,2018
4,0,38,0,0,0,Internet development and application,0,0,141,9,2stage,5,7,spring,33,2018
10,0,0,0,0,0,Legal profession/law,1,0,30,0,2stage,5,19,spring,33,2018
1,0,10,0,0,0,Literature/screenwriting/writing,0,0,20,0,2stage,5,41,spring,33,2018
0,0,16,0,0,0,"Movies, TV and recreation",0,1,38,1,2stage,5,40,spring,33,2018
0,0,0,0,0,0,PRs and news media,0,0,6,1,2stage,5,39,spring,33,2018
1,0,23,0,0,0,Procurement,0,9,78,6,2stage,5,35,spring,33,2018
0,0,4,0,0,0,Property management,7,0,237,20,2stage,5,43,spring,33,2018
2,0,21,0,0,0,QMS/safety/environmental protection,5,15,208,14,2stage,5,32,spring,33,2018
6,0,0,0,0,0,Science & Technology,0,0,13,0,2stage,5,18,spring,33,2018
8,0,61,0,0,0,Securities/finance/investment,0,0,423,6,2stage,5,29,spring,33,2018
5,0,2,0,0,0,Senior management,0,0,12,4,2stage,5,15,spring,33,2018
13,0,9,0,0,0,Trade,0,0,48,0,2stage,5,36,spring,33,2018
2,0,0,0,0,0,Translation,0,0,23,0,2stage,5,24,spring,33,2018
0,0,12,1,0,0,General merchandise/chains/retail,33,32,720,33,2stage,5,47,spring,33,2018
10,0,182,1,0,0,Office administration/logistics,7,18,928,79,2stage,5,27,spring,33,2018
1,0,12,1,0,0,Real property,10,0,1794,53,2stage,5,42,spring,33,2018
12,0,198,1,0,0,Sales,66,32,5573,281,2stage,5,5,spring,33,2018
2,0,64,2,0,0,,67,16,2374,76,2stage,5,1,spring,33,2018
0,0,3,2,0,0,Beauty and personal care,2,8,259,6,2stage,5,46,spring,33,2018
2,0,12,2,0,0,Electronics/appliances/semiconductor/instrumentation,0,0,141,11,2stage,5,11,spring,33,2018
0,0,4,2,0,0,Hotels/tourism,1,0,262,43,2stage,5,45,spring,33,2018
0,0,0,4,0,0,Fashion/textile/furs,0,0,36,4,2stage,5,34,spring,33,2018
1,0,29,4,0,0,Production/operation,5,3,473,12,2stage,5,31,spring,33,2018
0,0,2,4,0,0,Transportation service,1,3,137,23,2stage,5,23,spring,33,2018
50,0,119,4,0,0,market/marketing,23,10,2508,136,2stage,5,4,spring,33,2018
0,0,0,5,0,0,Security/housekeeping/other,13,0,455,17,2stage,5,48,spring,33,2018
0,0,7,8,0,0,Restaurants & recreation,3,2,859,90,2stage,5,44,spring,33,2018
8,0,63,14,0,0,Other,9,14,1838,66,2stage,5,50,spring,33,2018
0,0,34,18,0,0,Logistics/warehousing,27,19,1530,44,2stage,5,16,spring,33,2018
1,0,3,31,0,0,Technical work,42,33,2202,123,2stage,5,33,spring,33,2018
21,0,175,0,0,1,Sales management,16,14,1739,126,2stage,5,3,spring,33,2018
8,0,10,0,0,4,Biology/chemicals/pharmaceuticals/medical equipment,0,0,102,3,2stage,5,37,spring,33,2018
10,1,30,0,0,3,Biology/chemicals/pharmaceuticals/medical equipment,0,3,239,2,1stage,3,36,spring,31,2018
46,3,260,70,0,4,Other,60,8,4806,262,1stage,3,49,spring,31,2018
6,0,7,0,0,0,Advertising,0,0,44,1,2stage,6,37,summer,22,2017
0,0,0,0,0,0,Banking,0,1,119,1,2stage,6,25,summer,22,2017
0,0,8,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,2,76,1,2stage,6,36,summer,22,2017
4,0,48,0,0,0,Construction/infrastructure/gardening,3,6,263,18,2stage,6,24,summer,22,2017
13,0,9,0,0,0,Counsel/consulting,15,0,558,9,2stage,6,22,summer,22,2017
3,0,37,0,0,0,Customer service and technical support,26,11,899,18,2stage,6,27,summer,22,2017
0,0,0,0,0,0,Fashion/textile/furs,0,0,4,2,2stage,6,33,summer,22,2017
0,0,9,0,0,0,General merchandise/chains/retail,5,3,151,3,2stage,6,44,summer,22,2017
5,0,20,0,0,0,Graduates,4,1,263,8,2stage,6,46,summer,22,2017
0,0,6,0,0,0,Hotels/tourism,0,1,53,15,2stage,6,42,summer,22,2017
3,0,17,0,0,0,Insurance,0,0,154,1,2stage,6,29,summer,22,2017
2,0,9,0,0,0,Literature/screenwriting/writing,0,0,26,1,2stage,6,38,summer,22,2017
29,0,139,0,0,0,Office administration/logistics,9,10,811,65,2stage,6,26,summer,22,2017
6,0,6,0,0,0,Procurement,0,2,31,1,2stage,6,34,summer,22,2017
6,0,8,0,0,0,Production/operation,2,2,128,10,2stage,6,30,summer,22,2017
1,0,8,0,0,0,Property management,5,0,173,21,2stage,6,40,summer,22,2017
0,0,3,0,0,0,Real property,0,1,955,24,2stage,6,39,summer,22,2017
4,0,7,0,0,0,Securities/finance/investment,2,2,118,0,2stage,6,28,summer,22,2017
0,0,1,0,0,0,Security/housekeeping/other,0,0,37,14,2stage,6,45,summer,22,2017
0,0,14,0,0,0,Trade,0,1,156,3,2stage,6,35,summer,22,2017
0,0,1,1,0,0,Restaurants & recreation,2,0,270,43,2stage,6,41,summer,22,2017
3,0,9,2,0,0,QMS/safety/environmental protection,1,0,36,2,2stage,6,31,summer,22,2017
0,0,1,3,0,0,Beauty and personal care,2,3,205,6,2stage,6,43,summer,22,2017
7,0,37,3,0,0,Other,6,6,397,42,2stage,6,47,summer,22,2017
0,0,0,8,0,0,Transportation service,4,0,63,11,2stage,6,23,summer,22,2017
0,0,10,13,0,0,Technical work,4,3,1142,64,2stage,6,32,summer,22,2017
0,0,116,0,0,0,,47,0,1753,38,3stage,7,1,summer,23,2017
1,0,2,0,0,0,Advertising,0,1,22,1,3stage,7,33,summer,23,2017
2,0,43,0,0,0,Art/graphics/Animation design,2,0,190,2,3stage,7,16,summer,23,2017
0,0,0,0,0,0,Beauty and personal care,0,4,50,3,3stage,7,39,summer,23,2017
1,0,3,0,0,0,Biology/chemicals/pharmaceuticals/medical equipment,0,0,29,3,3stage,7,32,summer,23,2017
1,0,8,0,0,0,Computer hardware,0,0,33,0,3stage,7,6,summer,23,2017
2,0,40,0,0,0,Computer software,0,0,275,1,3stage,7,2,summer,23,2017
6,0,65,0,0,0,Construction/infrastructure/gardening,1,17,398,15,3stage,7,22,summer,23,2017
14,0,28,0,0,0,Counsel/consulting,13,0,543,3,3stage,7,20,summer,23,2017
9,0,11,0,0,0,Electronics/appliances/semiconductor/instrumentation,2,2,4210,6,3stage,7,10,summer,23,2017
12,0,6,0,0,0,Engineering/machinery/energy,0,2,60,2,3stage,7,12,summer,23,2017
6,0,96,0,0,0,Finance/auditing/tax,1,8,282,22,3stage,7,11,summer,23,2017
1,0,41,0,0,0,Graduates,0,0,702,9,3stage,7,42,summer,23,2017
6,0,83,0,0,0,HR,5,0,312,16,3stage,7,13,summer,23,2017
0,0,5,0,0,0,Hospital/medical/care,0,0,59,11,3stage,7,19,summer,23,2017
1,0,1,0,0,0,IT-Management,0,0,11,0,3stage,7,8,summer,23,2017
4,0,40,0,0,0,"IT-QM, technical support and more",1,1,376,18,3stage,7,9,summer,23,2017
2,0,7,0,0,0,Insurance,7,0,123,0,3stage,7,26,summer,23,2017
3,0,25,0,0,0,Internet development and application,0,0,198,19,3stage,7,7,summer,23,2017
2,0,0,0,0,0,Legal profession/law,0,0,12,4,3stage,7,17,summer,23,2017
2,0,2,0,0,0,Literature/screenwriting/writing,0,0,6,0,3stage,7,34,summer,23,2017
0,0,27,0,0,0,Logistics/warehousing,5,5,149,14,3stage,7,15,summer,23,2017
6,0,71,0,0,0,Office administration/logistics,2,8,250,26,3stage,7,23,summer,23,2017
0,0,5,0,0,0,Procurement,0,4,18,1,3stage,7,30,summer,23,2017
2,0,7,0,0,0,Production/operation,0,1,18,7,3stage,7,27,summer,23,2017
0,0,2,0,0,0,Property management,4,0,76,18,3stage,7,36,summer,23,2017
1,0,11,0,0,0,QMS/safety/environmental protection,0,0,28,0,3stage,7,28,summer,23,2017
0,0,8,0,0,0,Real property,10,0,978,17,3stage,7,35,summer,23,2017
3,0,76,0,0,0,Sales,36,18,1793,78,3stage,7,5,summer,23,2017
5,0,76,0,0,0,Sales management,13,4,1036,43,3stage,7,3,summer,23,2017
0,0,22,0,0,0,Securities/finance/investment,0,2,181,6,3stage,7,25,summer,23,2017
0,0,0,0,0,0,Security/housekeeping/other,0,0,55,21,3stage,7,41,summer,23,2017
4,0,1,0,0,0,Senior management,0,0,7,0,3stage,7,14,summer,23,2017
2,0,1,0,0,0,Trade,0,0,31,1,3stage,7,31,summer,23,2017
0,0,14,1,0,0,General merchandise/chains/retail,5,10,289,6,3stage,7,40,summer,23,2017
3,0,32,1,0,0,Other,3,9,186,17,3stage,7,43,summer,23,2017
1,0,48,1,0,0,market/marketing,10,1,494,27,3stage,7,4,summer,23,2017
0,0,20,2,0,0,Hotels/tourism,10,2,201,9,3stage,7,38,summer,23,2017
0,0,25,3,0,0,Customer service and technical support,16,1,335,15,3stage,7,24,summer,23,2017
0,0,0,5,0,0,Transportation service,0,0,29,7,3stage,7,21,summer,23,2017
0,0,2,6,0,0,Technical work,4,3,207,26,3stage,7,29,summer,23,2017
0,0,3,7,0,0,Restaurants & recreation,4,0,415,53,3stage,7,37,summer,23,2017
2,0,2,0,0,1,Education,0,0,49,5,3stage,7,18,summer,23,2017
0,0,137,0,0,0,,39,2,2338,120,3stage,8,1,summer,24,2017
0,0,1,0,0,0,Advertising,0,0,13,3,3stage,8,35,summer,24,2017
7,0,67,0,0,0,Art/graphics/Animation design,1,19,427,29,3stage,8,17,summer,24,2017
0,0,9,0,0,0,Banking,1,1,81,0,3stage,8,24,summer,24,2017
1,0,1,0,0,0,Communications technology,0,0,6,0,3stage,8,10,summer,24,2017
2,0,2,0,0,0,Computer hardware,1,0,25,0,3stage,8,6,summer,24,2017
6,0,29,0,0,0,Computer software,3,0,211,7,3stage,8,2,summer,24,2017
14,0,75,0,0,0,Construction/infrastructure/gardening,2,15,1058,7,3stage,8,23,summer,24,2017
2,0,15,0,0,0,Counsel/consulting,13,0,519,3,3stage,8,21,summer,24,2017
4,0,62,0,0,0,Customer service and technical support,26,7,797,18,3stage,8,26,summer,24,2017
14,0,11,0,0,0,Education,0,0,269,7,3stage,8,19,summer,24,2017
11,0,17,0,0,0,Electronics/appliances/semiconductor/instrumentation,2,2,94,4,3stage,8,11,summer,24,2017
28,0,45,0,0,0,Engineering/machinery/energy,0,18,506,23,3stage,8,13,summer,24,2017
5,0,52,0,0,0,Graduates,1,0,658,18,3stage,8,45,summer,24,2017
9,0,78,0,0,0,HR,7,1,361,31,3stage,8,14,summer,24,2017
2,0,5,0,0,0,Hospital/medical/care,2,0,54,6,3stage,8,20,summer,24,2017
0,0,3,0,0,0,IT-Management,0,0,4,1,3stage,8,8,summer,24,2017
5,0,13,0,0,0,"IT-QM, technical support and more",1,0,72,10,3stage,8,9,summer,24,2017
3,0,13,0,0,0,Insurance,0,0,74,1,3stage,8,28,summer,24,2017
1,0,23,0,0,0,Internet development and application,2,0,64,2,3stage,8,7,summer,24,2017
2,0,0,0,0,0,Legal profession/law,0,0,7,1,3stage,8,18,summer,24,2017
1,0,5,0,0,0,Literature/screenwriting/writing,0,0,18,0,3stage,8,37,summer,24,2017
0,0,0,0,0,0,"Movies, TV and recreation",0,0,215,7,3stage,8,36,summer,24,2017
3,0,7,0,0,0,Procurement,0,4,23,2,3stage,8,32,summer,24,2017
6,0,85,0,0,0,Sales management,11,4,1048,78,3stage,8,3,summer,24,2017
10,0,9,0,0,0,Securities/finance/investment,1,0,123,2,3stage,8,27,summer,24,2017
0,0,0,0,0,0,Security/housekeeping/other,0,0,161,23,3stage,8,44,summer,24,2017
15,0,7,0,0,0,Senior management,4,0,46,1,3stage,8,15,summer,24,2017
4,0,9,0,0,0,Trade,0,6,98,3,3stage,8,33,summer,24,2017
0,0,2,1,0,0,Beauty and personal care,25,0,295,5,3stage,8,42,summer,24,2017
1,0,12,1,0,0,Hotels/tourism,3,1,163,12,3stage,8,41,summer,24,2017
26,0,159,1,0,0,Office administration/logistics,11,8,548,66,3stage,8,25,summer,24,2017
7,0,136,2,0,0,Finance/auditing/tax,5,7,351,31,3stage,8,12,summer,24,2017
0,0,7,2,0,0,Property management,10,0,281,33,3stage,8,39,summer,24,2017
0,0,6,2,0,0,Real property,2,0,1509,26,3stage,8,38,summer,24,2017
2,0,139,2,0,0,Sales,36,18,3062,123,3stage,8,5,summer,24,2017
9,0,96,2,0,0,market/marketing,7,11,1183,54,3stage,8,4,summer,24,2017
3,0,12,3,0,0,QMS/safety/environmental protection,9,9,112,5,3stage,8,30,summer,24,2017
2,0,24,4,0,0,Production/operation,16,12,332,20,3stage,8,29,summer,24,2017
0,0,9,5,0,0,Restaurants & recreation,19,2,1105,90,3stage,8,40,summer,24,2017
14,0,27,7,0,0,Other,14,19,968,44,3stage,8,46,summer,24,2017
1,0,38,11,0,0,General merchandise/chains/retail,42,20,1241,30,3stage,8,43,summer,24,2017
0,0,2,11,0,0,Transportation service,0,0,82,16,3stage,8,22,summer,24,2017
2,0,27,16,0,0,Logistics/warehousing,19,12,562,28,3stage,8,16,summer,24,2017
0,0,18,36,0,0,Technical work,35,33,2360,131,3stage,8,31,summer,24,2017
14,0,19,0,0,1,Biology/chemicals/pharmaceuticals/medical equipment,0,0,141,5,3stage,8,34,summer,24,2017
2,0,72,0,0,0,,22,7,1526,60,2stage,6,1,summer,34,2018
5,0,22,0,0,0,Advertising,0,9,81,3,2stage,6,38,summer,34,2018
6,0,35,0,0,0,Art/graphics/Animation design,1,9,159,13,2stage,6,17,summer,34,2018
0,0,7,0,0,0,Banking,2,0,101,0,2stage,6,26,summer,34,2018
0,0,0,0,0,0,Communications technology,0,1,12,1,2stage,6,10,summer,34,2018
0,0,1,0,0,0,Computer hardware,0,0,13,4,2stage,6,6,summer,34,2018
5,0,4,0,0,0,Computer software,0,0,34,2,2stage,6,2,summer,34,2018
17,0,117,0,0,0,Construction/infrastructure/gardening,11,12,1003,31,2stage,6,25,summer,34,2018
8,0,21,0,0,0,Counsel/consulting,0,0,405,23,2stage,6,22,summer,34,2018
19,0,19,0,0,0,Education,1,0,207,5,2stage,6,20,summer,34,2018
19,0,57,0,0,0,Engineering/machinery/energy,2,19,666,39,2stage,6,13,summer,34,2018
0,0,0,0,0,0,Fashion/textile/furs,0,0,150,3,2stage,6,34,summer,34,2018
8,0,87,0,0,0,Finance/auditing/tax,2,6,227,34,2stage,6,12,summer,34,2018
3,0,20,0,0,0,Graduates,5,0,424,17,2stage,6,49,summer,34,2018
5,0,69,0,0,0,HR,6,0,217,39,2stage,6,14,summer,34,2018
0,0,4,0,0,0,Hospital/medical/care,0,0,12,0,2stage,6,21,summer,34,2018
0,0,12,0,0,0,Hotels/tourism,0,0,151,43,2stage,6,45,summer,34,2018
0,0,12,0,0,0,IT-Management,0,0,28,2,2stage,6,8,summer,34,2018
0,0,15,0,0,0,"IT-QM, technical support and more",7,0,484,17,2stage,6,9,summer,34,2018
3,0,13,0,0,0,Insurance,4,0,176,5,2stage,6,30,summer,34,2018
2,0,34,0,0,0,Internet development and application,0,0,108,8,2stage,6,7,summer,34,2018
7,0,2,0,0,0,Legal profession/law,0,0,43,0,2stage,6,19,summer,34,2018
1,0,4,0,0,0,Literature/screenwriting/writing,0,2,36,4,2stage,6,41,summer,34,2018
0,0,1,0,0,0,"Movies, TV and recreation",0,1,31,4,2stage,6,40,summer,34,2018
17,0,186,0,0,0,Office administration/logistics,7,25,943,91,2stage,6,27,summer,34,2018
0,0,1,0,0,0,PRs and news media,0,0,4,2,2stage,6,39,summer,34,2018
0,0,12,0,0,0,Procurement,4,12,51,4,2stage,6,35,summer,34,2018
0,0,18,0,0,0,QMS/safety/environmental protection,6,12,100,3,2stage,6,32,summer,34,2018
16,0,14,0,0,0,Real property,12,6,2577,68,2stage,6,42,summer,34,2018
22,0,134,0,0,0,Sales management,11,13,1343,117,2stage,6,3,summer,34,2018
8,0,0,0,0,0,Science & Technology,0,0,28,0,2stage,6,18,summer,34,2018
0,0,23,0,0,0,Securities/finance/investment,0,0,160,1,2stage,6,29,summer,34,2018
2,0,8,0,0,0,Senior management,0,0,23,2,2stage,6,15,summer,34,2018
9,0,3,0,0,0,Trade,0,0,24,1,2stage,6,36,summer,34,2018
1,0,0,0,0,0,Translation,0,0,3,0,2stage,6,24,summer,34,2018
0,0,56,1,0,0,Customer service and technical support,8,9,988,38,2stage,6,28,summer,34,2018
0,0,0,1,0,0,Transportation service,3,1,121,20,2stage,6,23,summer,34,2018
1,0,23,2,0,0,Electronics/appliances/semiconductor/instrumentation,0,2,161,5,2stage,6,11,summer,34,2018
10,0,184,2,0,0,Sales,55,34,4693,252,2stage,6,5,summer,34,2018
0,0,8,3,0,0,Production/operation,7,1,280,3,2stage,6,31,summer,34,2018
0,0,0,5,0,0,Beauty and personal care,1,6,83,0,2stage,6,46,summer,34,2018
0,0,0,5,0,0,Security/housekeeping/other,36,0,644,23,2stage,6,48,summer,34,2018
2,0,35,6,0,0,Other,8,4,503,50,2stage,6,50,summer,34,2018
0,0,17,6,0,0,Property management,14,0,269,27,2stage,6,43,summer,34,2018
0,0,12,7,0,0,General merchandise/chains/retail,13,3,369,13,2stage,6,47,summer,34,2018
0,0,12,24,0,0,Logistics/warehousing,40,6,326,33,2stage,6,16,summer,34,2018
0,0,5,31,0,0,Technical work,67,30,2075,90,2stage,6,33,summer,34,2018
0,0,14,44,0,0,Restaurants & recreation,11,6,2266,180,2stage,6,44,summer,34,2018
28,0,98,5,0,1,market/marketing,34,18,2136,119,2stage,6,4,summer,34,2018
2,0,19,0,0,4,Biology/chemicals/pharmaceuticals/medical equipment,0,2,157,7,2stage,6,37,summer,34,2018
8,0,54,0,0,0,,15,3,1145,35,3stage,7,1,summer,35,2018
3,0,15,0,0,0,Advertising,1,7,51,0,3stage,7,37,summer,35,2018
6,0,21,0,0,0,Art/graphics/Animation design,0,7,166,12,3stage,7,17,summer,35,2018
0,0,11,0,0,0,Banking,2,0,195,0,3stage,7,25,summer,35,2018
0,0,3,0,0,0,Communications technology,0,1,51,0,3stage,7,10,summer,35,2018
2,0,1,0,0,0,Computer hardware,0,4,33,2,3stage,7,6,summer,35,2018
24,0,135,0,0,0,Construction/infrastructure/gardening,0,5,815,38,3stage,7,24,summer,35,2018
1,0,8,0,0,0,Counsel/consulting,1,0,185,19,3stage,7,22,summer,35,2018
26,0,44,0,0,0,Engineering/machinery/energy,1,13,463,14,3stage,7,13,summer,35,2018
0,0,0,0,0,0,Fashion/textile/furs,0,0,124,5,3stage,7,33,summer,35,2018
17,0,84,0,0,0,Finance/auditing/tax,3,5,230,24,3stage,7,12,summer,35,2018
10,0,43,0,0,0,HR,2,0,151,22,3stage,7,14,summer,35,2018
0,0,3,0,0,0,Hospital/medical/care,1,0,35,5,3stage,7,21,summer,35,2018
1,0,9,0,0,0,IT-Management,0,0,54,8,3stage,7,8,summer,35,2018
4,0,12,0,0,0,"IT-QM, technical support and more",0,0,82,0,3stage,7,9,summer,35,2018
0,0,3,0,0,0,Insurance,6,0,63,0,3stage,7,29,summer,35,2018
3,0,22,0,0,0,Internet development and application,0,1,45,0,3stage,7,7,summer,35,2018
3,0,0,0,0,0,Legal profession/law,0,0,4,0,3stage,7,19,summer,35,2018
0,0,3,0,0,0,Literature/screenwriting/writing,0,0,15,6,3stage,7,40,summer,35,2018
1,0,8,0,0,0,"Movies, TV and recreation",1,0,407,0,3stage,7,39,summer,35,2018
1,0,0,0,0,0,PRs and news media,1,0,13,0,3stage,7,38,summer,35,2018
3,0,11,0,0,0,Procurement,0,9,38,1,3stage,7,34,summer,35,2018
0,0,11,0,0,0,Property management,7,0,117,19,3stage,7,42,summer,35,2018
3,0,11,0,0,0,Real property,2,0,674,28,3stage,7,41,summer,35,2018
20,0,152,0,0,0,Sales management,9,29,1381,86,3stage,7,3,summer,35,2018
1,0,4,0,0,0,Securities/finance/investment,1,0,67,0,3stage,7,28,summer,35,2018
0,0,0,0,0,0,Security/housekeeping/other,0,0,152,41,3stage,7,47,summer,35,2018
7,0,8,0,0,0,Trade,1,0,48,0,3stage,7,35,summer,35,2018
0,0,9,1,0,0,General merchandise/chains/retail,7,6,767,34,3stage,7,46,summer,35,2018
2,0,22,1,0,0,Production/operation,3,3,291,8,3stage,7,30,summer,35,2018
3,0,21,1,0,0,QMS/safety/environmental protection,2,7,90,1,3stage,7,31,summer,35,2018
8,0,153,1,0,0,Sales,45,55,3649,182,3stage,7,5,summer,35,2018
0,0,4,2,0,0,Beauty and personal care,3,0,141,3,3stage,7,45,summer,35,2018
2,0,22,2,0,0,Electronics/appliances/semiconductor/instrumentation,0,4,108,6,3stage,7,11,summer,35,2018
0,0,39,4,0,0,Customer service and technical support,20,5,1016,26,3stage,7,27,summer,35,2018
4,0,42,4,0,0,Other,7,3,1010,47,3stage,7,49,summer,35,2018
0,0,14,4,0,0,Restaurants & recreation,9,0,2178,181,3stage,7,43,summer,35,2018
0,0,1,6,0,0,Transportation service,3,2,117,23,3stage,7,23,summer,35,2018
0,0,7,7,0,0,Hotels/tourism,0,0,66,9,3stage,7,44,summer,35,2018
1,0,3,13,0,0,Technical work,26,15,1099,108,3stage,7,32,summer,35,2018
0,0,15,14,0,0,Logistics/warehousing,37,7,417,67,3stage,7,16,summer,35,2018
7,0,0,0,0,1,Science & Technology,0,0,32,0,3stage,7,18,summer,35,2018
3,0,0,0,0,1,Senior management,0,0,7,2,3stage,7,15,summer,35,2018
19,0,119,1,0,1,market/marketing,51,5,2494,96,3stage,7,4,summer,35,2018
13,0,130,2,0,1,Office administration/logistics,7,20,531,41,3stage,7,26,summer,35,2018
21,0,11,0,0,2,Computer software,0,1,127,2,3stage,7,2,summer,35,2018
11,0,8,0,0,9,Biology/chemicals/pharmaceuticals/medical equipment,0,0,154,12,3stage,7,36,summer,35,2018
9,0,87,0,0,0,,16,2,2052,36,3stage,8,1,summer,36,2018
8,0,15,0,0,0,Advertising,0,7,63,2,3stage,8,37,summer,36,2018
1,0,27,0,0,0,Art/graphics/Animation design,1,6,100,11,3stage,8,17,summer,36,2018
0,0,3,0,0,0,Banking,0,0,32,0,3stage,8,25,summer,36,2018
0,0,0,0,0,0,Beauty and personal care,0,0,553,23,3stage,8,45,summer,36,2018
0,0,3,0,0,0,Communications technology,0,6,86,2,3stage,8,10,summer,36,2018
0,0,0,0,0,0,Computer hardware,0,4,40,0,3stage,8,6,summer,36,2018
15,0,14,0,0,0,Computer software,2,0,132,2,3stage,8,2,summer,36,2018
17,0,115,0,0,0,Construction/infrastructure/gardening,0,9,949,56,3stage,8,24,summer,36,2018
1,0,10,0,0,0,Counsel/consulting,1,1,124,11,3stage,8,22,summer,36,2018
0,0,32,0,0,0,Customer service and technical support,15,13,1001,38,3stage,8,27,summer,36,2018
17,0,30,0,0,0,Education,4,0,287,13,3stage,8,20,summer,36,2018
12,0,50,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,25,432,7,3stage,8,11,summer,36,2018
0,0,0,0,0,0,Fashion/textile/furs,0,0,100,5,3stage,8,33,summer,36,2018
29,0,84,0,0,0,Finance/auditing/tax,7,6,305,25,3stage,8,12,summer,36,2018
15,0,17,0,0,0,Graduates,0,6,461,16,3stage,8,48,summer,36,2018
7,0,41,0,0,0,HR,5,0,206,33,3stage,8,14,summer,36,2018
4,0,4,0,0,0,Hospital/medical/care,0,3,85,0,3stage,8,21,summer,36,2018
0,0,16,0,0,0,Hotels/tourism,8,0,149,29,3stage,8,44,summer,36,2018
0,0,8,0,0,0,IT-Management,0,0,42,2,3stage,8,8,summer,36,2018
0,0,6,0,0,0,"IT-QM, technical support and more",1,0,21,1,3stage,8,9,summer,36,2018
2,0,22,0,0,0,Insurance,2,0,181,6,3stage,8,29,summer,36,2018
2,0,18,0,0,0,Internet development and application,1,1,50,8,3stage,8,7,summer,36,2018
1,0,2,0,0,0,Legal profession/law,0,0,3,0,3stage,8,19,summer,36,2018
0,0,4,0,0,0,Literature/screenwriting/writing,0,0,20,10,3stage,8,40,summer,36,2018
0,0,0,0,0,0,"Movies, TV and recreation",0,0,2,1,3stage,8,39,summer,36,2018
4,0,128,0,0,0,Office administration/logistics,17,14,516,35,3stage,8,26,summer,36,2018
0,0,2,0,0,0,PRs and news media,0,0,8,1,3stage,8,38,summer,36,2018
0,0,10,0,0,0,Procurement,1,7,63,5,3stage,8,34,summer,36,2018
0,0,6,0,0,0,Property management,11,0,183,23,3stage,8,42,summer,36,2018
0,0,41,0,0,0,Real property,11,0,1349,30,3stage,8,41,summer,36,2018
2,0,0,0,0,0,Science & Technology,0,0,10,0,3stage,8,18,summer,36,2018
9,0,6,0,0,0,Securities/finance/investment,0,0,168,2,3stage,8,28,summer,36,2018
1,0,2,0,0,0,Senior management,0,0,17,4,3stage,8,15,summer,36,2018
11,0,36,1,0,0,Engineering/machinery/energy,8,15,354,18,3stage,8,13,summer,36,2018
5,0,94,1,0,0,Sales management,9,21,1298,117,3stage,8,3,summer,36,2018
0,0,0,1,0,0,Security/housekeeping/other,1,0,230,56,3stage,8,47,summer,36,2018
1,0,5,1,0,0,Trade,0,0,26,1,3stage,8,35,summer,36,2018
1,0,29,2,0,0,QMS/safety/environmental protection,7,4,122,1,3stage,8,31,summer,36,2018
1,0,157,2,0,0,Sales,52,45,4572,240,3stage,8,5,summer,36,2018
7,0,111,2,0,0,market/marketing,47,4,2169,119,3stage,8,4,summer,36,2018
4,0,42,6,0,0,Other,11,5,667,63,3stage,8,49,summer,36,2018
0,0,22,7,0,0,Production/operation,8,7,687,17,3stage,8,30,summer,36,2018
0,0,2,7,0,0,Transportation service,3,1,675,41,3stage,8,23,summer,36,2018
0,0,6,11,0,0,Restaurants & recreation,10,5,928,106,3stage,8,43,summer,36,2018
1,0,12,16,0,0,Logistics/warehousing,27,4,451,96,3stage,8,16,summer,36,2018
0,0,2,22,0,0,Technical work,22,7,1374,137,3stage,8,32,summer,36,2018
0,0,30,62,0,0,General merchandise/chains/retail,27,16,2966,41,3stage,8,46,summer,36,2018
2,0,13,0,0,4,Biology/chemicals/pharmaceuticals/medical equipment,2,4,161,4,3stage,8,36,summer,36,2018
