Bachelor's degree,Doctor's degree,Junior college,Junior middle school,MBA,Master's degree,Sector,Senior middle school,Technical secondary school,Total demands,Unlimited,season,month,year
2,0,78,0,0,0,Customer service and technical support,13,10,1593,38,spring,5,2018
8,0,61,0,0,0,Securities/finance/investment,0,0,423,6,spring,5,2018
4,0,21,0,0,0,Insurance,0,0,241,5,spring,5,2018
1,0,29,4,0,0,Production/operation,5,3,473,12,spring,5,2018
2,0,21,0,0,0,QMS/safety/environmental protection,5,15,208,14,spring,5,2018
1,0,3,31,0,0,Technical work,42,33,2202,123,spring,5,2018
0,0,0,4,0,0,Fashion/textile/furs,0,0,36,4,spring,5,2018
1,0,23,0,0,0,Procurement,0,9,78,6,spring,5,2018
13,0,9,0,0,0,Trade,0,0,48,0,spring,5,2018
8,0,10,0,0,4,Biology/chemicals/pharmaceuticals/medical equipment,0,0,102,3,spring,5,2018
3,0,30,0,0,0,Advertising,0,8,95,4,spring,5,2018
0,0,0,0,0,0,PRs and news media,0,0,6,1,spring,5,2018
0,0,16,0,0,0,"Movies, TV and recreation",0,1,38,1,spring,5,2018
1,0,10,0,0,0,Literature/screenwriting/writing,0,0,20,0,spring,5,2018
1,0,12,1,0,0,Real property,10,0,1794,53,spring,5,2018
0,0,4,0,0,0,Property management,7,0,237,20,spring,5,2018
0,0,7,8,0,0,Restaurants & recreation,3,2,859,90,spring,5,2018
0,0,4,2,0,0,Hotels/tourism,1,0,262,43,spring,5,2018
0,0,3,2,0,0,Beauty and personal care,2,8,259,6,spring,5,2018
0,0,12,1,0,0,General merchandise/chains/retail,33,32,720,33,spring,5,2018
0,0,0,5,0,0,Security/housekeeping/other,13,0,455,17,spring,5,2018
7,0,21,0,0,0,Graduates,0,3,508,26,spring,5,2018
8,0,63,14,0,0,Other,9,14,1838,66,spring,5,2018
2,0,72,0,0,0,,22,7,1526,60,summer,6,2018
5,0,4,0,0,0,Computer software,0,0,34,2,summer,6,2018
22,0,134,0,0,0,Sales management,11,13,1343,117,summer,6,2018
28,0,98,5,0,1,market/marketing,34,18,2136,119,summer,6,2018
10,0,184,2,0,0,Sales,55,34,4693,252,summer,6,2018
0,0,1,0,0,0,Computer hardware,0,0,13,4,summer,6,2018
2,0,34,0,0,0,Internet development and application,0,0,108,8,summer,6,2018
0,0,12,0,0,0,IT-Management,0,0,28,2,summer,6,2018
0,0,15,0,0,0,"IT-QM, technical support and more",7,0,484,17,summer,6,2018
0,0,0,0,0,0,Communications technology,0,1,12,1,summer,6,2018
1,0,23,2,0,0,Electronics/appliances/semiconductor/instrumentation,0,2,161,5,summer,6,2018
8,0,87,0,0,0,Finance/auditing/tax,2,6,227,34,summer,6,2018
19,0,57,0,0,0,Engineering/machinery/energy,2,19,666,39,summer,6,2018
5,0,69,0,0,0,HR,6,0,217,39,summer,6,2018
2,0,8,0,0,0,Senior management,0,0,23,2,summer,6,2018
0,0,12,24,0,0,Logistics/warehousing,40,6,326,33,summer,6,2018
6,0,35,0,0,0,Art/graphics/Animation design,1,9,159,13,summer,6,2018
8,0,0,0,0,0,Science & Technology,0,0,28,0,summer,6,2018
7,0,2,0,0,0,Legal profession/law,0,0,43,0,summer,6,2018
19,0,19,0,0,0,Education,1,0,207,5,summer,6,2018
0,0,4,0,0,0,Hospital/medical/care,0,0,12,0,summer,6,2018
8,0,21,0,0,0,Counsel/consulting,0,0,405,23,summer,6,2018
0,0,0,1,0,0,Transportation service,3,1,121,20,summer,6,2018
1,0,0,0,0,0,Translation,0,0,3,0,summer,6,2018
17,0,117,0,0,0,Construction/infrastructure/gardening,11,12,1003,31,summer,6,2018
0,0,7,0,0,0,Banking,2,0,101,0,summer,6,2018
17,0,186,0,0,0,Office administration/logistics,7,25,943,91,summer,6,2018
0,0,56,1,0,0,Customer service and technical support,8,9,988,38,summer,6,2018
0,0,23,0,0,0,Securities/finance/investment,0,0,160,1,summer,6,2018
3,0,13,0,0,0,Insurance,4,0,176,5,summer,6,2018
0,0,8,3,0,0,Production/operation,7,1,280,3,summer,6,2018
0,0,18,0,0,0,QMS/safety/environmental protection,6,12,100,3,summer,6,2018
0,0,5,31,0,0,Technical work,67,30,2075,90,summer,6,2018
0,0,0,0,0,0,Fashion/textile/furs,0,0,150,3,summer,6,2018
0,0,12,0,0,0,Procurement,4,12,51,4,summer,6,2018
9,0,3,0,0,0,Trade,0,0,24,1,summer,6,2018
2,0,19,0,0,4,Biology/chemicals/pharmaceuticals/medical equipment,0,2,157,7,summer,6,2018
5,0,22,0,0,0,Advertising,0,9,81,3,summer,6,2018
0,0,1,0,0,0,PRs and news media,0,0,4,2,summer,6,2018
0,0,1,0,0,0,"Movies, TV and recreation",0,1,31,4,summer,6,2018
1,0,4,0,0,0,Literature/screenwriting/writing,0,2,36,4,summer,6,2018
16,0,14,0,0,0,Real property,12,6,2577,68,summer,6,2018
0,0,17,6,0,0,Property management,14,0,269,27,summer,6,2018
0,0,14,44,0,0,Restaurants & recreation,11,6,2266,180,summer,6,2018
0,0,12,0,0,0,Hotels/tourism,0,0,151,43,summer,6,2018
0,0,0,5,0,0,Beauty and personal care,1,6,83,0,summer,6,2018
0,0,12,7,0,0,General merchandise/chains/retail,13,3,369,13,summer,6,2018
0,0,0,5,0,0,Security/housekeeping/other,36,0,644,23,summer,6,2018
3,0,20,0,0,0,Graduates,5,0,424,17,summer,6,2018
2,0,35,6,0,0,Other,8,4,503,50,summer,6,2018
8,0,54,0,0,0,,15,3,1145,35,summer,7,2018
21,0,11,0,0,2,Computer software,0,1,127,2,summer,7,2018
20,0,152,0,0,0,Sales management,9,29,1381,86,summer,7,2018
19,0,119,1,0,1,market/marketing,51,5,2494,96,summer,7,2018
8,0,153,1,0,0,Sales,45,55,3649,182,summer,7,2018
2,0,1,0,0,0,Computer hardware,0,4,33,2,summer,7,2018
3,0,22,0,0,0,Internet development and application,0,1,45,0,summer,7,2018
1,0,9,0,0,0,IT-Management,0,0,54,8,summer,7,2018
4,0,12,0,0,0,"IT-QM, technical support and more",0,0,82,0,summer,7,2018
0,0,3,0,0,0,Communications technology,0,1,51,0,summer,7,2018
2,0,22,2,0,0,Electronics/appliances/semiconductor/instrumentation,0,4,108,6,summer,7,2018
17,0,84,0,0,0,Finance/auditing/tax,3,5,230,24,summer,7,2018
26,0,44,0,0,0,Engineering/machinery/energy,1,13,463,14,summer,7,2018
10,0,43,0,0,0,HR,2,0,151,22,summer,7,2018
3,0,0,0,0,1,Senior management,0,0,7,2,summer,7,2018
0,0,15,14,0,0,Logistics/warehousing,37,7,417,67,summer,7,2018
6,0,21,0,0,0,Art/graphics/Animation design,0,7,166,12,summer,7,2018
7,0,0,0,0,1,Science & Technology,0,0,32,0,summer,7,2018
3,0,0,0,0,0,Legal profession/law,0,0,4,0,summer,7,2018
16,1,12,0,0,1,Education,4,0,560,4,summer,7,2018
0,0,3,0,0,0,Hospital/medical/care,1,0,35,5,summer,7,2018
1,0,8,0,0,0,Counsel/consulting,1,0,185,19,summer,7,2018
0,0,1,6,0,0,Transportation service,3,2,117,23,summer,7,2018
24,0,135,0,0,0,Construction/infrastructure/gardening,0,5,815,38,summer,7,2018
0,0,11,0,0,0,Banking,2,0,195,0,summer,7,2018
13,0,130,2,0,1,Office administration/logistics,7,20,531,41,summer,7,2018
0,0,39,4,0,0,Customer service and technical support,20,5,1016,26,summer,7,2018
1,0,4,0,0,0,Securities/finance/investment,1,0,67,0,summer,7,2018
0,0,3,0,0,0,Insurance,6,0,63,0,summer,7,2018
2,0,22,1,0,0,Production/operation,3,3,291,8,summer,7,2018
3,0,21,1,0,0,QMS/safety/environmental protection,2,7,90,1,summer,7,2018
1,0,3,13,0,0,Technical work,26,15,1099,108,summer,7,2018
0,0,0,0,0,0,Fashion/textile/furs,0,0,124,5,summer,7,2018
3,0,11,0,0,0,Procurement,0,9,38,1,summer,7,2018
7,0,8,0,0,0,Trade,1,0,48,0,summer,7,2018
11,0,8,0,0,9,Biology/chemicals/pharmaceuticals/medical equipment,0,0,154,12,summer,7,2018
3,0,15,0,0,0,Advertising,1,7,51,0,summer,7,2018
1,0,0,0,0,0,PRs and news media,1,0,13,0,summer,7,2018
1,0,8,0,0,0,"Movies, TV and recreation",1,0,407,0,summer,7,2018
0,0,3,0,0,0,Literature/screenwriting/writing,0,0,15,6,summer,7,2018
3,0,11,0,0,0,Real property,2,0,674,28,summer,7,2018
0,0,11,0,0,0,Property management,7,0,117,19,summer,7,2018
0,0,14,4,0,0,Restaurants & recreation,9,0,2178,181,summer,7,2018
0,0,7,7,0,0,Hotels/tourism,0,0,66,9,summer,7,2018
0,0,4,2,0,0,Beauty and personal care,3,0,141,3,summer,7,2018
0,0,9,1,0,0,General merchandise/chains/retail,7,6,767,34,summer,7,2018
0,0,0,0,0,0,Security/housekeeping/other,0,0,152,41,summer,7,2018
8,1,18,0,0,1,Graduates,0,1,446,20,summer,7,2018
4,0,42,4,0,0,Other,7,3,1010,47,summer,7,2018
9,0,87,0,0,0,,16,2,2052,36,summer,8,2018
15,0,14,0,0,0,Computer software,2,0,132,2,summer,8,2018
5,0,94,1,0,0,Sales management,9,21,1298,117,summer,8,2018
7,0,111,2,0,0,market/marketing,47,4,2169,119,summer,8,2018
1,0,157,2,0,0,Sales,52,45,4572,240,summer,8,2018
0,0,0,0,0,0,Computer hardware,0,4,40,0,summer,8,2018
2,0,18,0,0,0,Internet development and application,1,1,50,8,summer,8,2018
0,0,8,0,0,0,IT-Management,0,0,42,2,summer,8,2018
0,0,6,0,0,0,"IT-QM, technical support and more",1,0,21,1,summer,8,2018
0,0,3,0,0,0,Communications technology,0,6,86,2,summer,8,2018
12,0,50,0,0,0,Electronics/appliances/semiconductor/instrumentation,0,25,432,7,summer,8,2018
29,0,84,0,0,0,Finance/auditing/tax,7,6,305,25,summer,8,2018
11,0,36,1,0,0,Engineering/machinery/energy,8,15,354,18,summer,8,2018
7,0,41,0,0,0,HR,5,0,206,33,summer,8,2018
1,0,2,0,0,0,Senior management,0,0,17,4,summer,8,2018
1,0,12,16,0,0,Logistics/warehousing,27,4,451,96,summer,8,2018
1,0,27,0,0,0,Art/graphics/Animation design,1,6,100,11,summer,8,2018
2,0,0,0,0,0,Science & Technology,0,0,10,0,summer,8,2018
1,0,2,0,0,0,Legal profession/law,0,0,3,0,summer,8,2018
17,0,30,0,0,0,Education,4,0,287,13,summer,8,2018
4,0,4,0,0,0,Hospital/medical/care,0,3,85,0,summer,8,2018
1,0,10,0,0,0,Counsel/consulting,1,1,124,11,summer,8,2018
0,0,2,7,0,0,Transportation service,3,1,675,41,summer,8,2018
17,0,115,0,0,0,Construction/infrastructure/gardening,0,9,949,56,summer,8,2018
0,0,3,0,0,0,Banking,0,0,32,0,summer,8,2018
4,0,128,0,0,0,Office administration/logistics,17,14,516,35,summer,8,2018
0,0,32,0,0,0,Customer service and technical support,15,13,1001,38,summer,8,2018
9,0,6,0,0,0,Securities/finance/investment,0,0,168,2,summer,8,2018
2,0,22,0,0,0,Insurance,2,0,181,6,summer,8,2018
0,0,22,7,0,0,Production/operation,8,7,687,17,summer,8,2018
1,0,29,2,0,0,QMS/safety/environmental protection,7,4,122,1,summer,8,2018
0,0,2,22,0,0,Technical work,22,7,1374,137,summer,8,2018
0,0,0,0,0,0,Fashion/textile/furs,0,0,100,5,summer,8,2018
0,0,10,0,0,0,Procurement,1,7,63,5,summer,8,2018
1,0,5,1,0,0,Trade,0,0,26,1,summer,8,2018
2,0,13,0,0,4,Biology/chemicals/pharmaceuticals/medical equipment,2,4,161,4,summer,8,2018
8,0,15,0,0,0,Advertising,0,7,63,2,summer,8,2018
0,0,2,0,0,0,PRs and news media,0,0,8,1,summer,8,2018
0,0,0,0,0,0,"Movies, TV and recreation",0,0,2,1,summer,8,2018
0,0,4,0,0,0,Literature/screenwriting/writing,0,0,20,10,summer,8,2018
0,0,41,0,0,0,Real property,11,0,1349,30,summer,8,2018
0,0,6,0,0,0,Property management,11,0,183,23,summer,8,2018
0,0,6,11,0,0,Restaurants & recreation,10,5,928,106,summer,8,2018
0,0,16,0,0,0,Hotels/tourism,8,0,149,29,summer,8,2018
0,0,0,0,0,0,Beauty and personal care,0,0,553,23,summer,8,2018
0,0,30,62,0,0,General merchandise/chains/retail,27,16,2966,41,summer,8,2018
0,0,0,1,0,0,Security/housekeeping/other,1,0,230,56,summer,8,2018
15,0,17,0,0,0,Graduates,0,6,461,16,summer,8,2018
4,0,42,6,0,0,Other,11,5,667,63,summer,8,2018
